id,target
0391b2ca52,0
0393301e64,0
0397f69ef1,0
0399fd90b7,0
039ac8bcb1,0
039d9ef3cd,0
03a1ee70e9,1
03a5e44984,0
03aa0dd72a,1
03aac5d9c3,0
03ad4243a5,0
03ae658e3d,1
03b2ff4855,0
03b6ac48a5,0
03c89368df,0
03c9ddc898,1
03ce27a5f0,1
03ce9de5a7,0
03d7f400f8,1
03d8b1a2db,1
03d996871b,1
03da7471dc,1
03e7c9e1ed,1
03e7d1bc84,1
03e86223a6,1
03ea715513,1
03ea82e389,0
03eb20f18a,0
03eb72f8f4,1
03ebdad746,0
03ed292094,0
03f2567ea1,0
03f2e686e7,1
03f5f392b4,1
03f77e14d9,1
0400adbe11,1
04032934c7,1
0403433912,0
0403bda1aa,0
040747a9d6,0
040ab27c54,0
040c08f0d2,1
040c166eef,0
041150127d,1
0415baf6e1,0
0416119888,1
041820d8a0,0
041e7e961b,0
04232b351e,1
0426c18722,0
04274fe33e,0
04277b99ba,1
042808a175,1
04285b6477,0
0429628086,1
042c42a5d8,1
042daa6084,1
0431237251,0
0438bd64b9,1
04392e8fb0,0
04396a6a67,0
043ba4b981,0
043f30f534,0
04452b12e6,1
04452b383b,0
04499962cc,1
044f497c91,0
045318c088,0
0455891cf6,1
0455b4e1a3,0
04596576a2,0
0460f4593b,1
04628d47e4,1
04662dc972,1
04668e11a7,0
0469ceb754,0
046ca06049,1
047965ae69,1
047cd99e4f,1
048015f54d,1
04850df930,1
0485b7ca43,0
04940282da,1
04942f3753,0
0494c002f5,1
04955cc753,0
04965a752e,0
04971dbeb8,0
049886fb09,0
049b92a890,0
049ba40117,1
04a136d8da,0
04a499a564,0
04a6422ea0,0
04a657d2de,0
04b13cbc2d,1
04b3273487,0
04b3f80056,1
04b733af0c,1
04b86050d6,1
04bcc7ec9c,1
04bda1d756,0
04c2db713f,0
04cacd186e,0
04cadc3e54,1
04cb80922e,1
04d01697cd,0
04d4485087,0
04ddc2a54e,0
04e65e4fcf,0
04ead0c831,1
04eb7270b7,0
04f1a4cbbc,1
04f2fa29a1,1
04f567fb91,0
04f8ce2e70,1
04fa28269c,0
04fb186e19,0
04fc21a69e,1
05000996fa,0
0502e6ad74,0
0503c9e629,0
05089b48ef,0
050a4fa601,1
0512a9f79e,1
051631894d,1
051721f189,1
05176365b8,1
0519d57061,0
051da79fa8,1
05215cf286,0
0521b8e8ff,1
052600edb5,1
05295935f7,1
052d5801dc,0
053781c2f9,1
05380020c4,0
053a66346e,1
053c042227,0
053cfa4ccf,0
05424dc962,1
0546c6f8eb,0
054e959e70,0
0550a32da5,0
0551b51dc2,0
0555891f6a,0
055cf27602,0
055d253a30,1
055ff3a8fc,1
0560494953,1
05639f3eec,0
0564639806,0
0568d1cee3,1
056f91b8ff,1
0571201f73,1
05737da2e1,0
0575a2595c,1
0576abc3dd,1
0576cfeb80,1
05770c442c,1
057a1b2471,0
057a42f9dc,0
057f46bcc8,0
05805762ee,0
0580d00d4b,1
0581edcd17,1
05824387da,0
05829b3656,1
05895e33b4,1
0591f7c2a0,1
0593707cfa,1
059546f131,1
059cd24e74,0
059d7d7f4e,1
05a424f3b8,1
05a4bf2c69,0
05a52c58a3,0
05a87ea1bc,1
05b59ec41a,0
05b7664642,0
05b7cf5b2d,1
05be8e3362,1
05c1e69592,0
05c66744a0,0
05ca228516,1
05ce3b6d13,0
05d16a35da,1
05d2f23186,1
05d852d0c6,0
05e59f54f2,1
05eb394837,0
05ed3cd7aa,0
05ef6be925,0
05efe1a62d,0
05f286d5f8,1
05fcaf396d,0
05fdbb2262,0
06014dcf98,0
0602364a24,0
0606fba025,0
06079fa34e,1
060f1b3ed4,1
060f3bf330,0
06198e7b3c,1
061a2d5929,1
0624196bce,0
062c9cb873,0
062d83da2e,0
062ef051b3,1
062fac12d6,0
0631194c90,1
0634dee6b6,0
063638fcd6,1
063764a8e4,0
0637b3abf1,0
063fb38fa0,1
0642338d1a,0
0643cbeda0,1
064c523b40,0
0652702bcb,1
06563d365b,0
06575eed31,0
065c98bd9c,1
065dbafbd6,1
065e370342,0
065f36808a,1
066062b326,1
066635381f,0
0666e547c9,1
0669cd1d67,1
066a01da8d,1
066bd605b8,1
066c456e19,0
066e833812,1
067165c7d9,0
0672d0ec4e,1
06747306e7,0
0674cadaec,1
06765e7e83,0
06778db169,1
067bb0575b,0
067cae7b7b,1
0681f24aef,0
06835681a0,0
0698786176,0
069cc64feb,1
069da20c06,1
069ef3af58,0
06a1a47e1d,0
06a62a5a81,0
06a79eaa6c,0
06a9be7055,1
06b41bd7d7,1
06b8f44cdc,0
06c7f1b87b,1
06d9f3e79b,1
06da95b580,1
06e14e31ed,1
06e57e48fc,1
06e8c0cd34,0
06e987318e,1
06e9bdf1a0,1
06ecc0eb22,0
06ece82af0,1
06ef10e44c,0
06f99c89ad,1
06ff171b1b,1
070244e7b7,0
070568f284,1
070b28a2ae,1
0710d8376d,1
0714a81612,1
07151d3622,0
071b773cf0,1
071b9dc2c4,0
071e9c8a30,0
07220c4433,1
0724d1b994,0
0728ab3f4c,1
072d116912,0
073900f33c,1
0739505972,0
073d2c7efc,0
0742845924,0
074d668fed,1
074e586534,1
07524605e3,0
0752d84df6,0
0752e13f7d,1
075f038ece,1
0766eb400c,1
076971fdf1,0
07707b3715,0
078603651f,0
0787c612af,1
0789b0366b,0
078bdf96d7,0
078c965391,1
079141b999,1
07948ac8b3,1
0798d00ea7,1
07993657f4,1
079f2d7f4c,0
07a2362f79,0
07a94d5b0e,1
07aa08c4da,0
07ae85584f,0
07afecc117,1
07b50304ed,1
07bc0d0082,0
07bf827ab9,0
07c1411443,0
07c6bcedad,1
07c7e7ccd9,0
07c7fad7e4,1
07cb785ba6,1
07d2d5a735,1
07d9089c87,0
07daaa2481,0
07e53d0191,0
07e6bc59ff,1
07e7380392,0
07e8ae185f,0
07eace3980,0
07edbed89f,0
07f23e34dc,0
07f44f2dd6,1
07f54a71e8,1
080356139e,0
08092224b8,1
080d8fd651,0
081230b0f7,1
0812f790aa,0
081cef62d8,0
081d4a7eb6,0
081dcb8357,0
082091023e,1
082485137c,1
0825b6a162,0
0826aac96c,1
082ca5f62c,0
083095d653,0
0831b41445,1
08321581c4,1
0833601859,0
0833c35f77,1
0836a63440,1
0838d9e072,0
083c461549,1
083d668bfb,0
0840240ace,0
0840aca6e1,0
0841ac244d,0
0850e04a4e,0
0850e5358c,1
0855af0b33,0
0858057637,0
08590a8c1e,0
085af858be,1
085dd42e5c,0
085e9d7915,0
085f36c741,0
085fae4a73,0
0860f2a2d6,0
0862a448b1,0
0863e00314,1
0863ea3cc5,1
08698a347e,0
0874a64f9c,0
087565fb44,0
0876684aad,0
087d6eecdb,0
08802c955f,0
08805b1f01,0
088205f005,0
088503cf91,1
0885ce9816,1
088679f88e,0
088684d0fc,0
088abe2ff6,0
088c05d364,0
0899af4ef0,1
089beee799,1
089c5b93dd,0
08a5a7be42,0
08a700c2f4,0
08a85ed82c,1
08a9d448a4,0
08af180eb8,0
08afe5040a,0
08b0f5afbd,1
08b1fd9de7,1
08b769ff02,1
08b82ae98b,1
08bf3bab96,0
08c019e60e,0
08c0a65125,1
08c75ca247,0
08c872af14,1
08d1d64888,1
08d534c273,0
08d669cebe,0
08d66e0072,1
08d85ed50a,1
08dc5181dc,1
08ddf87e90,1
08e18337c0,0
08e1bbf657,0
08e510b381,1
08e9343181,0
08ea058459,1
08f35f78c1,0
08f98a87fb,1
08f9b635f6,1
08fa181db8,1
08ffe3a4de,0
09017d7c7d,0
0901b6b7b7,1
09062e50cc,1
0907b8bef7,1
0907ca25ad,0
09087ecddc,1
090c64bcbf,1
090d533638,1
091252fb90,0
0915cf2f54,1
091729ccb7,1
091c715d78,1
0924d405a8,0
09260f3067,1
0927c9718d,0
0928ac67e3,1
09328e422d,0
09360141ce,0
09405ab8ae,1
0945eda768,1
094adfbf32,0
094b26ff5d,0
094c064494,0
094cf61a11,0
095475297d,0
0954d8e42b,0
0959e1acf3,0
0968edede1,1
096b10e6ca,0
096b277ca1,1
096d4c5c7c,0
096e8c12c1,0
09749de203,1
09752673a4,1
097f87e9f7,1
09802da861,1
0981052239,0
09869134b0,0
0986a163e4,1
0989958fcd,0
098abc0ddf,1
098c6fd1e3,1
098e1c7a64,0
0990f56fe8,0
0992f05c7d,1
0994de70ab,1
09952195a1,0
099eb05246,0
099fc6edd9,0
09a4fb840a,1
09a65c140e,1
09abf7a289,0
09ac7076ae,1
09ad0f1a40,0
09afb0150f,0
09b08d0844,1
09b159becd,0
09b25ccb2a,0
09b56fdb08,0
09b93a949a,0
09bf866c89,1
09c0cb73a7,0
09c509a2c5,1
09c8626350,1
09c9bee928,1
09ccfc2286,1
09d0c90f45,0
09d6e177dd,0
09d74e5dfe,1
09db3d9b3a,0
09dbba7405,1
09defbb25d,1
09e3beed00,1
09e4a0f03a,0
09e586ac97,0
09eff22a34,0
09f4c0d35c,1
09f7747386,0
09f93ac7cb,0
0a02db643b,1
0a075ec139,0
0a08e7e047,0
0a09277626,1
0a0ab58178,1
0a0b146841,1
0a0cfb53fb,0
0a113d00ed,1
0a1313b27a,1
0a26f5241d,0
0a2d66090e,0
0a2f5099e5,1
0a30aa3c36,1
0a30ea0ebe,0
0a3b188787,0
0a4263000f,1
0a42a6f87d,0
0a4880dfd8,0
0a4a3199ff,1
0a4dd91278,1
0a4f87fd7f,1
0a60bd0523,0
0a63ed3ff6,0
0a6743535f,1
0a674d1e11,1
0a68ef157a,0
0a6e6e30ba,1
0a757b9d06,0
0a7bb9095d,0
0a85fb08dc,1
0a8ba39f5a,0
0a9282f807,1
0a928e7cb1,1
0a92eae9cc,0
0a9775c0eb,0
0a98eb03f4,1
0aa21606ff,0
0aa36e897f,0
0aa7db75f6,1
0aa87a4bbf,1
0aa893aaed,0
0aa9cc60e6,1
0aadb3088e,0
0ab499aa50,0
0ab9a81c47,0
0ab9c69149,0
0ac005c50f,1
0ac38753ff,1
0ac458bb79,1
0ac914a583,0
0aca801d21,0
0ace1f16b8,0
0ad13d1168,0
0ad9a4846c,1
0ada714420,0
0addf855e3,1
0ae14b4d75,1
0ae3b82186,0
0ae5ba09dc,1
0af007814f,0
0af02e8d1b,1
0af47a33d7,0
0af5160996,0
0af57654ea,1
0af6de3fcf,1
0af73d76a7,0
0af85dfc42,1
0af90411ec,1
0af94c52be,1
0afbf4af15,0
0afe01b182,1
0afe99cf57,0
0b001376f9,0
0b050a39e7,0
0b0548062c,0
0b0763458e,0
0b08639a11,0
0b0d4b016a,0
0b10249a42,1
0b173fc996,0
0b19d40bd7,1
0b1b04ea93,1
0b1d2ed2d9,1
0b1ea1cee4,1
0b2233d424,1
0b24ac2cb1,0
0b27703180,1
0b28679856,1
0b29282706,0
0b2b48ea71,1
0b2cc91229,1
0b2ef1e057,1
0b36bb30e9,1
0b36f25435,1
0b4540069f,0
0b4f957cf6,0
0b51e611fe,1
0b5261bef8,1
0b55f14ad3,1
0b56a025a1,1
0b5b88e939,0
0b5dab52f4,0
0b5f2724c6,1
0b62dcaaa5,0
0b64f60e7f,1
0b669a5e9a,0
0b69dde91f,0
0b6bbe21e6,0
0b71a320cd,1
0b75d90c44,0
0b79579b9c,0
0b798e2603,1
0b7997ed3c,1
0b7c6b8bfb,0
0b86a26e71,0
0b8a14c947,0
0b8e37383e,0
0b8f1ca6f3,0
0b91131902,1
0b95495a5d,1
0b9603809a,1
0b96d18b3b,1
0b9d277ec4,0
0b9f21894c,0
0ba00661a7,1
0ba6243135,0
0ba9a5bbd2,0
0baaff8044,0
0bb450bc87,0
0bb47dced6,0
0bba357854,0
0bbf0d121f,0
0bc6f92429,1
0bca1068c3,0
0bcf428994,1
0bd2c7d571,1
0bd424a341,0
0bd4cc8ade,1
0bd80cf973,1
0bdf3f65fb,0
0bdf59f00e,1
0be01b2a19,1
0be0b0a932,0
0be0bb132e,1
0be2440186,0
0be420484e,1
0be7d9c729,0
0be81fbdce,0
0beb409c2b,1
0bed2821c5,1
0bed33e8b2,0
0bed62971a,1
0bf540069f,1
0bf7bb0737,1
0bf8139fc3,1
0bf9457c2c,0
0bfb0fe4f4,0
0bfbb0d524,0
0bfc98e9ed,0
0bfd72ceb2,1
0bfeed317b,1
0c02626177,0
0c032a84fd,0
0c05789b2d,0
0c0706b920,0
0c078bd7b3,0
0c07e55237,0
0c0a638f71,0
0c0b4b3d21,0
0c0c91a125,0
0c109ba42e,0
0c13ed685d,1
0c161d59e1,0
0c164c2893,1
0c17901708,1
0c1793b8f7,0
0c1e928421,1
0c2743869e,1
0c299e187c,0
0c2c2e8e73,0
0c2c39cf9f,0
0c2e0fec7f,0
0c2e3fa2c6,1
0c345f4b56,0
0c38b99eca,0
0c3eb06acc,0
0c3feb0745,0
0c42201f8b,0
0c4643a389,0
0c49c16206,1
0c4a36450e,1
0c4c229cae,0
0c4c36f6de,0
0c4cbb5b20,0
0c4ee2d666,1
0c4f01dea4,1
0c51a88ad7,0
0c52a71a29,0
0c550bb7b0,0
0c55acde91,0
0c5cd0c945,0
0c5f19d9c9,0
0c5fe70d32,1
0c600f0472,1
0c62cb601b,1
0c6313abd5,1
0c69854514,1
0c6a145aa9,1
0c764fe0be,1
0c78fec949,0
0c81315628,1
0c83e65c10,0
0c87377d19,1
0c8802e458,0
0c889e81d3,1
0c89108963,1
0c8996d570,1
0c8da7bf3b,1
0c8f50d040,0
0c94eaefc8,1
0c96701a3b,0
0c9ab9effb,0
0c9d17c004,1
0ca0a5af7a,1
0cb0a200b5,1
0cb2a56e2a,1
0cba3bff0d,1
0cbab8694d,1
0cbc9bc4da,0
0cbd24ce0d,0
0cbd6433e1,1
0cc4538d94,0
0cca5b3567,1
0ccc9f0111,0
0ccd844107,0
0ccdc6ab5a,1
0ccf3223a4,1
0cd10c1798,0
0cd1ee5139,1
0cd65c56bd,1
0cdd6c19b6,1
0ce0b1fbcc,0
0ce38a909c,0
0ce49fbb5f,1
0ce54e2b2e,1
0ce5c66372,0
0ce61a3353,0
0ce8fc9fc9,1
0ce90209fd,1
0cec62c64b,1
0cef49c671,0
0cf330c422,1
0cf7d35d6e,1
0cf99d78b7,1
0d044ae467,0
0d0563fa28,0
0d07300d0b,0
0d0cb54ae5,0
0d138d521c,0
0d18dcdc4c,1
0d1a901414,0
0d1b4b1631,1
0d207d8b34,0
0d2252aa3c,0
0d2719361b,1
0d2837e5f9,0
0d2e15fc6b,0
0d3033f39f,1
0d33f70370,1
0d3b5408d7,0
0d4971745f,1
0d4be354a8,0
0d4d702116,0
0d529bd9e8,0
0d54795d99,1
0d5585ee00,1
0d59d8fe01,0
0d5b4b2c39,0
0d61378d8b,1
0d6f9d0535,0
0d72716142,1
0d74558ae8,0
0d76a00345,1
0d78ae703e,0
0d7b6f4d1e,1
0d7c464685,1
0d7d22052f,0
0d7dec1bdf,0
0d801ac72c,1
0d86a46007,0
0d886a7f30,1
0d888b5533,0
0d8d097986,0
0d8f7d3658,0
0d97404eb2,0
0d980c1037,0
0da26ad5d3,1
0da80db7ff,0
0dab59e726,0
0dac2a5cc7,0
0dad4c89f1,1
0dae2891b9,1
0db19b336e,1
0db1f81f14,0
0db6025615,1
0db80426c2,0
0dbc73dd3b,1
0dbd805777,0
0dbf9cda9e,1
0dc24f33e6,1
0dc3f2a8e4,0
0dc560e26b,0
0dca59bd61,1
0dca6a5658,1
0dcaa5f5b0,0
0dcb86909a,1
0dcdff06cf,0
0dd6e019e5,1
0dd850e054,1
0dda8da1c4,1
0de45b8d3f,0
0de984602e,0
0de9ea0b2d,1
0dee31a208,0
0dee8d3ca1,1
0def1db990,1
0defebcb61,0
0df32e50bc,1
0df385cfd8,0
0df6675171,0
0dfb9efc49,0
0dfdf5b728,1
0dfef7628d,1
0dff023370,1
0e02243b92,1
0e0304e440,1
0e04d86849,0
0e07a19606,1
0e08bb53c3,0
0e0cada127,1
0e0fd1a048,0
0e11823205,1
0e125b76ed,1
0e12a887e0,0
0e13020c78,1
0e14837715,0
0e1737b094,1
0e1b1e1738,1
0e20c0f65a,1
0e230c0317,1
0e2369c974,0
0e23db6d2a,0
0e281fa719,1
0e284dad67,0
0e2af4efef,1
0e2bc2de05,1
0e2d2662a9,0
0e2e5bc6e1,0
0e2fa6309a,1
0e3136d6c1,1
0e33bcb2c4,0
0e3611c6b8,1
0e372bf42f,0
0e387940f2,1
0e39be41c9,1
0e3ad2756e,1
0e3bd34b1f,1
0e40397ef8,0
0e43bce65a,1
0e45686ad9,0
0e48173288,0
0e54118393,0
0e5539329d,1
0e575cde51,1
0e5ec2c4f9,1
0e63dcebfe,1
0e67346d3c,1
0e6a7c3d9b,1
0e6eff9105,1
0e73857739,1
0e74300d9f,0
0e75033d17,0
0e76ab4004,0
0e78694c6a,0
0e7a1fa941,1
0e7d89d7a3,1
0e81a8ca33,1
0e849cafc7,1
0e864412db,0
0e8a59bfcb,1
0e914b8c2a,0
0e91a3889d,0
0e9289eb66,0
0e943d19f3,1
0e95285416,1
0e95d521dd,1
0e97634106,1
0e97eef602,0
0e9950344e,1
0ea2d15598,1
0ea47d74d3,1
0ea8264cb1,1
0eaa535297,1
0eb3447065,0
0eb5b30301,1
0eb69750cf,1
0eb7b08f1a,0
0eb9bef29b,1
0ebc13ab2a,0
0ebc73be0a,0
0ebf797f55,1
0ec1ac70da,1
0ec3208919,1
0ec333f8cb,0
0ec40c1574,0
0ec464d0ec,0
0ec523c718,0
0ec5f76459,1
0ec97eb7b0,1
0ed0e9094e,0
0ed322a4f6,0
0ed921cca4,0
0eda774d4d,0
0edc5cd9ab,1
0ede542c22,0
0ee33e4939,1
0ee6e40ec1,1
0eeae4bc11,0
0eedb9a41b,1
0efb1ebc5e,0
0efb9b6a99,0
0efbf3f620,0
0efc1279b1,0
0efc968227,0
0efcc048ac,0
0efd45cf4a,1
0efee67946,0
0f008a2e9e,1
0f0557a9ec,0
0f0612fe64,1
0f112a86b4,1
0f12fd30d9,0
0f1d965f30,0
0f1ebef9d0,1
0f20ff6159,1
0f21b3bcda,0
0f224ea479,0
0f2802b564,0
0f2b7da8f3,1
0f2c5f81ca,0
0f2e95c488,0
0f2f5db6b7,0
0f2fc06288,0
0f31291ddb,1
0f325626c1,1
0f3a699c35,0
0f41ea466a,0
0f42e7134f,0
0f47d5cb9e,0
0f48a2c9fa,1
0f4bd2448c,1
0f4e13ff32,1
0f5659bea9,0
0f6da49d61,0
0f6fc57a9c,0
0f7140c74b,1
0f7163b478,0
0f724ecff0,0
0f78f46c99,1
0f7a4b8e38,1
0f7c0fc1bd,0
0f7e2efe49,0
0f80918b85,0
0f80e5087b,1
0f83ae5bee,0
0f85106230,1
0f866f7582,1
0f87146f28,1
0f8aabefbb,0
0f8d425e24,1
0f8de0d8ac,1
0f8e543725,0
0f92d4098b,1
0f968fdaa2,1
0f971a8adf,1
0f979807ce,0
0f979eb32f,0
0fa08e27e5,0
0fa36f4e6f,1
0fa43ff2bf,0
0fa4a94b33,1
0fa73b12f2,0
0fa85cafe1,1
0fb40e3ea1,1
0fb4844c40,1
0fb8450b85,1
0fbd78127e,1
0fc21c80e6,0
0fc2ff0366,1
0fc49f9b9c,1
0fc4acbe9b,1
0fca0270a3,1
0fca3a0ead,1
0fcb328f7f,1
0fcc8de542,0
0fd10b4135,1
0fd2fa17ef,1
0fdbc45da0,1
0fde30b2db,1
0fe3fa1f11,1
0fe4b8d652,1
0fea41090e,1
0fecfb5988,0
0ff07b5534,1
0ff1aee8e6,0
0ff2553e9c,1
0ff2666dad,0
0ff4ba422a,1
0ff57c8a26,1
0ff746c01e,0
0ff9e714a6,0
0ffc208548,1
0fffa7dff1,1
10051ad80f,1
100cf6f063,1
100ed4d2eb,1
1010501c8a,1
10160442ee,1
10171ba16c,0
101c06e8ca,1
101efbf176,1
101f6bab18,1
1020fb7bdd,0
1022311545,1
1026358d24,1
103034fda4,0
1030388d2d,1
10348b56a5,0
1037249157,1
10396894a5,0
103aefdbcb,0
103d979aff,1
103e0c7ebe,0
103fbbfcc1,1
104229a67f,0
104294c3b2,1
105873a4d2,0
105919a8b8,1
10593fa8b4,1
105c4d2e37,1
105f29b045,0
1064726ac1,0
1064dc5a38,0
1065308bb1,0
10674e6d97,0
106911c4ea,1
1070569454,1
107576ef3a,1
1078930d39,0
107933f8c9,1
107f517ebb,0
1080695902,0
1086b75e50,0
1087faf63a,0
1088fd645f,1
10906b0fe9,1
109385aacc,0
10953f6121,0
109542dd97,0
109ccc0f35,1
10a1573961,0
10a1f2361c,1
10a2100860,0
10a3f0e06c,1
10a7a4ce7b,1
10a7c72902,0
10abbaa346,1
10aef08f02,1
10af0c56b5,1
10b0049e17,0
10b1009adb,0
10b73d25b3,0
10b97b4d34,1
10bcc28aa1,1
10be242c46,1
10c13053cf,1
10c1c26818,0
10c4d017c3,0
10c4de1625,1
10c5df7feb,1
10c96d2cdd,1
10cd25740a,0
10cd8e0fe5,0
10cf97b776,1
10d0dfb04b,0
10d13bdde4,0
10dbc09fbf,1
10e0699d6e,0
10e56be7a5,0
10ebfef975,1
10ee06d86f,1
10f14887db,0
10f180ce1a,0
10f40b5a0a,1
10f6633d8e,0
10f97c313e,0
10fde12b73,1
10fe316952,0
1103fcc3ec,1
110a896f66,1
110faba12a,1
111b229b6a,1
111bd1d0a6,0
111c95280e,0
1123fdf8b2,0
1124fd6325,1
1126c86c7a,0
112b0c8574,0
112d0a258a,0
112e797051,0
112e7a055b,1
11325346a0,0
1132bb6276,0
113329bb90,0
1137cfebf3,1
1138486905,1
113b98f19e,0
114c19f527,0
114dd8911e,0
1153f2f6aa,0
115d34de71,0
1164a6cf4e,0
11667d0904,1
1167a621e8,1
11689891dd,1
116939e601,1
1169664af7,1
116cd2896f,0
116d0cda5c,1
116e0621f9,1
116e54e501,1
117030f27b,1
1174dee72e,0
117870b755,0
118388efc3,0
11848403b9,0
1187e4f830,1
1188bdb128,0
118ad507d6,0
118c9db936,0
118e11b578,1
118f626dcf,1
1190c30e3c,1
11938f4c1a,1
1197612659,1
1197b12c2f,1
1198a74510,0
119c3f910b,0
119e73254a,0
119f7dac97,1
11a1c960f3,1
11a45f4018,1
11a48fced4,1
11a52aa790,0
11a88a1566,0
11aa293dd2,1
11aa4e10a4,0
11afd8e3cc,0
11b270ac32,1
11b99b1391,1
11bbb3ec4b,1
11bf9e13d0,0
11c2858560,1
11c3f4aa93,0
11c41ae2bd,1
11cd1459be,0
11d05252e6,0
11d3d7cb60,1
11d949cb30,1
11d9d6a64a,1
11dae07c02,0
11db48ce40,0
11ddf9d26e,1
11decbafed,1
11e26ba131,1
11e6046634,1
11ef56a4d8,1
11f0184ee2,0
